text,label
@yedamtalk Mashiho yang butuh berminggu2 buat spill muka ‍️‍️‍️‍️‍️,0
Spill mukanya anjir kesel bgt,1
@kumamoooong Masa muka jele ku minta di spill,0
@aiskce dh gue spill dahal di wa,0
@tanyarlfes Spill nomor hp sama nomor rumah dong biar bisa bersilaturahmi,1
@unntthpt2 spill kalo gak gue teror lu di wa,0
@dokeyoum Coba cek di get contact nomor dia kak spill sekalian nomornya,1
@Rocktlans @shevquanrui ini oranh yg sama apa beda kak? kalo beda tolong spill nomernya ya biar aku block,1
@sehunturu sebarin aja fotonya biar viral,1
@convomf Spill nomernya sini nder,1
temen gwe seleb euy bagi ttd atau alamat rumah km ak sebar,0
Ayoayo spill fotonya,0
@putrimrndd nderr coba spill wa suaminya jg kata aku,1
@svvetiehee kak ayo spill nomornyaa atau orangnyaaa jijik bgt geli bgt pasti mukanya opet bgt,1
@AbhiAsh_IndoFc Penasaran katanya ada foto lg d Singapore. Spill dong ,0
@tikuuchan Spill di WA dongsss wkwwkwk,0
@TAJ95JISOO spill muka tercengangmu,0
@rasyaaaashhhh Seharusnya gpp si spill fotonya krn kan udah izin minta foto kecuali kalo fotonya diem2,0
@erigostore Foto background ga mau di spill kah?,0
@syrfhdytllhx @Askrlfess Kalo gw jdi sender nya bakal gw sebar juga ni muka pelakor,1
@plutonemo spill foto bapak,1
gw sebar juga ni muka monyet lo ke semua sosmed biar kapok sekalian,0
@IFnubia Coba spill fotonya ,0
spill nomernya s monyet yg d wa ini,1
@FWBESS Cwo² yg kek gini di spill aja mba sama foto mukanya biar g punya tempt disini,1
Baru saja mengirim foto @ Serang https://t.co/16mHLil7x5,0
@sabilhaaa Hancurkan bil. Spill mukanya,1
ayo maju sini semua fg spill foto cwkku https://t.co/rVXSdUva2k,0
@TargetIsa Ada rencana apa sebar foto KTP,0
@opposite6892 Spill alamatnya donk ... Buat yang jago IT,1
@tanyakanrl mana spill orangnya kak kalo bisa nomernya sih wkakaka,1
@t1tuttt spill fotonya dong,0
inisial sangwook tapi ga akan gue spill fotonya (nanti cowo drummer gue yg itu marah),0
Lah ngeluarin doxxing card. Cupu amat. Kyk muka dia secantik favnya aja ,0
spill bumblenya spill mukanya,1
@aryasnarffffff spill fotonya toya :))),0
@bavbeh nanti gue spill satu nomor selanjutnya per hari ya,0
stop sebar nomor orang ngentot,0
Menunggu netijen spill no hp pak Jokowi.,1
@tubirfess spill mukanya jgn setengah2 gt,1
Kcg! Ternyata tebakannya salah semua nih. Aku spill aja deh foto emak dan anak²nya https://t.co/yIkiUJFjrY,0
@kegblgnunfaedh Penasaran sama muka nya Spill dong lutung muka nya,1
@WANGTA0ZI Spill foto berempat di frame matanajwa dong wkwk,0
@unnesmenfess Spill nder. Alamat sama nomornya sekalian.,1
@ZOO_FESS Spill dong. Ini matinya gimana? Keluar busa gitu atau gimana? Soalnya di wilayah rumah ada kejadian tiba tiba meninggal juga,0
@withlovececilia jgn2 akun ni dbajak n ad org puny fotonya trus sebar d sosmed...masa dia ikut seminar kekerasan segs tp dia sebar foto hot,0
@pitpitp1t Udh lh spill aj alamat rumah dia klo gk gitu gk bakal jera dia,1
Spill muka anak pak rt,1
Ya Allah udah seabad gak spill muka Saya aslinya beda beda https://t.co/evYw3PpCzH,0
@Naskun__ spill mukanya,1
@imanlagi Nunggu spill klaurga m alamat hakim nya biar netizen yg nghukum ,1
Yok spill nomornya suruh ketemu sm netizen twt aja,1
@gamafora kakk spill nomer mau ku block,1
@SpielerYeji Iya sebarin aja klo perlu nomornya jg gpp,1
@ayananne_00 SPILL MUKA SI ARTHA ARTHA GOBLOK INI CEFFAATT!!!!! https://t.co/D5jU4nQevy,1
@convomf Spill nmr WA nya pengen silahturahmi,1
@tectahedral WOI SPILL DI WA SIAPA,0
@buluhidvng__ Gua sebarin juga ni ktp lu,0
@tanyarlfes Spill nomernya cpttt ini perlu dikasih bimbingan warga twt sii,1
@convomfs Spill muka si kutu busuk ini,1
@hafizassz Foto by sp nichh spill dong kak wkwk,0
@MixtapeSoloYong @ChromosomeEG Awas kena serang ,0
ini kenapa nomor hpnya ga dispill aja si? spill aja harusnyaaa,1
 ayoo guys spill poto dump km hari inii ini punya senderr,0
@ewlfo UDAHH anjir untung nomor yg di sebar bukan nomor utamaku yaallah ,0
@nnrdnna SPILL KE WA GUEE WKWK,0
@Askrlfess Rame-rame spill mukanya ke publik,1
@hantaesac @Wooyhak spill fotonya san mau ngolokin dd wooyhak.,0
@nurramadanims @duchesssdiary Di spill biar viral ngalahin mas2 yang di foto,1
Kira2 @kurawa akan serang Pak Ahok tidak ya?,0
@penguin1oa Spill fotonya??,0
ancem aja kak kalo dia gamau bayar sebarin aja ig / wa biar netizen yg bergerak,1
@raviopatra spill gaksi bang mukanya kali aja kabur,1
@AREAJULID Spill aja nomornya. Nyuruh ngajak ngomong yang sopan tapu pake tat tot tat tot NGENTOT. Tai.,1
@Stilliwung @Longisland2323 Spill mukanya sih kata gua,1
@forhaobin OP tolong cevvat spill foto yg pose wink itu biar aku pingsan sekalian,0
@VjestRuin Spill di wa ye,0
@minjisflare Spill alamat!!,0
@aespreszo Hahahaha spill fotonya dongg,0
@godokanmiereal spill nomor gacor hari ini mbah,0
@convomf WOY SPILL NOMOR NYA DIH NAJIS BGT ORANG KEA GINI,1
@adawpdli STOP SEBAR MUKA DIA NGENTOT,0
@IDF Spill nomor hp dan ig si bapak satu ini gays.... Gas lahh,1
@convomf Spill nomornya muk spam si asalamakete,1
@Hannil spill fotonya,0
@sazwalizs Kenapa ga spill nomornya aja kak,1
@BisKota_ Sebarin potonya tempel di bus2 harusnya ,1
@tanyakanrl Spill aja mukanya bilang aja kriminal,1
@tvOneNews Spill muka gurunya dong netizen terhormat,1
@tanyakanrl Sebar aja nomornya nder,1
@sosoo9z Plis yg baik spill foto pelakornya dongg biar tauu,1
SIAPA YG SEBARIN NOMOR ARTIS ⁉️⁉️ https://t.co/NDbx9nFqQv,0
@tanyarlfes sebar aja nder nomornya,1
@_nnaana Spill di wa,0
@28346r spill ktp nya dong ka,1
@tanyarlfes sebarin aja nomer hp nya ke grup homo nder,1
@erigostore spill semua foto greshan famili min,0
@TMIHARINI Gak ada yang mau spill muka yang katanya guru itu,0
@unjsecret Sebar nomornya aja mesti nya biar semua tau,1
@chealseahans spill muka cantik lu itu,0
@Askrlfess Gaada yg ng spill muka org nya yaa dr kmaren wara wiri di TL,1
@_TNIAU Spill dong mukanya.... penasaran pengen liat kayak gimana bentukannya,1
Valid gak nih? Coba spill fotonya! #Tanyatinyi https://t.co/C9m3V3VjMm,0
@evenighx Spill muka hakimnya dong kak pengen liat kek apa,1
Difitnah Sebar Foto Rully Peluk Wanita Lain Indah Sari Ungkap Dewi Perssik Paksanya jadi Mata-mata https://t.co/0DpJY9pgvZ,0
@cmptstan dalah can kau sebar terus foto ni,0
@DwyMarthen @rhhaulia Ada yang udah spill muka tanpa sensornya,0
spill yg udh dpt rumah tahun ini dong,0
Yang udah ajuin sanggah ub spill kata-kata sama foto yg harus disend dong,0
@ulfahffauziah @00012348_____ Spill muka nya yg jelas biar dapet hukum alam,1
spill foto pakek apa https://t.co/EJbGnIJsfb,0
@tanyarlfes Spill mau liat muka tuh pulu-pulu,1
 spill kegiatan bapak-bapak di rumah waktu hari libur https://t.co/rXAM3Hqg6n,0
@FOODFESS2 SPILL NAMA MUMPUNG ADA DEKET RUMAH GUE NDER ,0
@sosoo9z spill muka si nita lonte biadab kak,1
@Destangreys spill fotonya,0
@kegblgnunfaedh Ya contoh aja kayak Budi Arie yang kagak kompeten di bidang nya malah ancur tuh Komimfo data pribadi kesebar sebar emang agak laen Rezim Mulyono,0
@tanyarlfes Enak nih di spill nomornya. Biar netizen pada silaturahmi,1
@haidarthekid @tanyakanrl gapernah mau spill wa disini a,0
@pnya_metawin ADUH MUKA MUKA DEMEN HOMOKKKK MAU DONKKK SPILL,1
@aishiteRIE2124 Cerita nyi Ageng Serang nik.,0
@Recalertonhart Poto poto nanti spill ke aku!! &lt;3,0
@abctgeloo Kpn kmu spill wa mu?,1
@sakteeey @zanatul_91 Spill mukanya kak pengen w injak2,1
@tanyakanrl Sebar ae nder nomer ee aku pen silaturahmi,1
@tanyakanrl Sebar no wa nya di grup gay kak ,1
@NotALoserMann weh udah berani spill mukanya,0
@sultanntzy @vicyowls Spill wa adeknya,1
@disasturn spill nim nya kak sama alamat + nama ibu kandung,1
@selfolconvo udah spill muka nih https://t.co/nY1KwkPWhF,0
bjir foto tahun kapan baru ke spill sekarang,0
@Davealxo emg ada aku sebar muka anda di sini????,0
@erlanishere Spill akun dan no wa nya kita kasih paham sampai minta ampun,1
@adzima_fakk @kick_dandy @convomfs Tak spill foto tentaramu lo nur,0
@Hasbil_Lbs @kangdede78 @erickthohir Wahh si ngehek @Hasbil_Lbs sebar data pribadi orng di medsos SS lalu laporin aja @kangdede78,0
@tanyakanrl Spill nomornya wey gue mau spam awokwokwokwok,1
@eIBRUSLI Jangan sebar foto rl kamu mas,0
@Lanra spill nomor adekmu ces,1
@shaimavanillaa pengen spill tapi aku cuma tau nama panggilannya aja ga ada fotonya atau nama ignya. aku aja gatau ni org masi tinggal di komplek yg sama dgnku ternyata masih ada,0
@gummcys sumpah ditunggu spill an muka si rani anjrit,1
Pengen liat muka orangnya gak ada yg mau spill kah?? Soalnya dia jahat bgt. Komen2 dia di akun pjms dan jokers luar juga parah bgt.,1
@tanyarlfes gabisa gtu spill foto atau akun sosmednya?,1
@tanyakanrl spill no wa nya aja nder,1
@unnesmenfess Spill aja nder nomornya,1
@ababe fotonya kena spill kak,0
@idextratime Minimal spill foto muka sih,1
@MafiaWasit Klo nntn timnas maen mau di serang atau lagi nyerang pada melengking amat suaranya kek emak gw nonton sinetron.,0
Baru saja mengirim foto @ Toyota Serang Rino https://t.co/liwMnEotGS,0
@ridwanhr Spill sama mukanya juga,1
@queenbtchs_ @ayelmeog kak maaf tolong td bisa?? gaush sampe spill muka nya tolong,0
@KUda_niell Spill sumber fotonya gan...?,0
spill ajalah anjir nomernya,1
@aishainaya18 Wkwkwkw Spill nomor,0
@ethadisaputra Spill alamat woi,0
 Ce spill muka ce hhh canda ce - Lah udah lo kmn aj? #tellonym https://t.co/VBl71sfDOH,0
@PrefectCedric Eh dare ajgg sebar foto rl,0
masih belum ada yg spill foto cy,0
@Heraloebss Spill muka laki nya di share aja k,1
@Halowarga @jek___ Iya juga yah spill muka sama no HP nya,1
Haish waktunya habis buat saling serang. No 3 pls nga usah ikutan.,0
@txtdarisisange Spill muka cowok nya min mau silaturahmi,1
Kan kannnnn yukk lisss spill foto u ama makk ririiiiiii gue MAKSAAAAAA KALO GK GUE PELETT ELUUU LISSSSSS https://t.co/lbgI3IxA6d,0
serang wa aja tdi dia aktif,1
spill wa kali bal ,0
Spill prodi kak biar aku samperin maw minta poto https://t.co/vHaRzAQcT2,0
Min spill foto yang dari stage dong,0
@Askrlfess Spill mukanya dong pengen gw ludahin,1
@unicalaurn spill kakkk mau bikin di rumah,0
@_auliapuspa @sbmptnfess Yg sok keras perlu di spill fotonya kak,1
@Little_secret9 Spill muka ceweknya dong ah,1
@kangtyun0502 Wkwkwk.. kenapa dia spill nya foto seuprit coba? Kezzell..,0
@zararchrolet Tolong spill foto perek itu lagi,1
@MFikrii5 Klo aku sih viralkan sebar nomor nya hujat,1
@HailHisoka Spill muka yg ngmg gt,1
@txtdrikurir Spill nomor hpnya ibu ibu goblok,1
@tanyarlfes mukanya si laki ngapa di blur si sebar luar aja biar gaada yg mau ama tu hewan najis,1
@yehshupua Ayo spill foto cantikmuu kakaaa,0
WOI GUE CEWEK maaf kalo ga pernah lagi post muka takut kena doxxing https://t.co/i950jtkmj1,0
@tanyarlfes Cb di spill itu muka si berhala,1
Info spill muka topan,1
@coppiseyy aku gatauuuu wkwkwkkw spill di wa dong ,0
@haobinfesss unguu sihh kayak foto pre-wedding.. spill GO nya dong min,0
@okey025 Aku posesif ya gamau sebar fotonya,0
@kenclenkwae @NusantaraSaja Saya beneran nanya lo coba spill datanya di sini,0
Lh emang ganteng spill suami kalian dong kayak mana bentukannya Awas ya kalau ketemu minta foto setan https://t.co/393OFZH8Gm,0
@mpikz_berulah Spill yang ada muka nya dong min,1
spill muka sm sosmednya kita gebukin rame2,1
@unjsecret dih orgil anjirrr?? laporin sih kata gue nder minimal spill nama plus prodi angkatannya juga kalo perlu sama mukanya biar kapok,1
SPILL FOTO IBUNYA YANG NGEREKEAM,1
@Krishnatio Mas kris spill foto kohen yg skrg dong,0
spill fotonya dong kak,0
MINIMAL SPILL NOMOR ORGILNYA.,1
@convomf Tolong dong orang kayak gini nama smaa mukanya di spill aja biar karmanya kontan gak nanti2,1
spill mukanya sih biar kapok,1
@geloraco Spill alamat asn nya!!!,1
Twitter disebut media sosial: media tempat kita saling asah saling asih saling asuh. Tapi ada yg merasa ini ruang utk serang menyerang tanpa berhadapan muka.,0
@26_61_04 Spill aja nomornya kita spam rame2,1
@marimasjambuu Spill alamat rumah pngen foto2 kak wlwkwl,0
@Gyhuvin ANJRIIIIT leh spill nomor bapakmu ga,1
@niightttrvde tolong dihapus yaa foto cowo aku soalnya dia risih apaa kamu mauu aku spill???,0
untung muka w gak lu spill y️ https://t.co/C8NTHki3jy,0
@_shndy_ @ernestprakasa Klo dia pengen kapok doxing aja mas ancem aja di sosmed2nya lemparin tai depan rumahnya paling juga ya di ciduk ujung2nya,1
@gamafora gilaa spill nomor nya dong kak,1
@MiaFitrian3036 gmn spill nya yh dia anak gc wa ,0
@sosmedkeras harusnya sekalian spill muka muridnya,1
BISA YUK SPILL FOTO https://t.co/ZaWtni1XMZ,0
@jonetnetnet @FathiyarizqP @addewahyu @pribadilugu Spill fotonya ngga sih,0
@Nomnou1 beda 5 org gweh spill di wa,0
Spill nomornya kak MARI KITA SERANG ,1
@sbyfess Spill ktp ne lah pengen eroh wajae,1
@albxino siapa tau ada yg bisa spill muka si albino ini wkwk,1
@Maclantis spill foto ktp mosok wani,0
@SammiSoh @seeksixsuck Spill lokasi rumahnya nih sampah emperan.. pengen bersilaturahmi...,1
Si klepto itu sebar saja alamatnya biar dirujak netizen,1
@DraftAnakUnpad Spill fotonya kak :) biar kena sank sos,1
wah tega anjir muka gua di spill,0
@Blazizng Wah parah nomornya tandain di GC. Atau spill aja biar gak pada kena juga.,1
@26_61_04 Spill aja mbak ig foto dkk nya,1
ini nomor gua knp ke sebar sih bgst bnyk bgt nmor ga jls nelpon smpe gua hrs download getcontact buat liat tuh nomor satu2 eh ternyata emg nmor ga jls https://t.co/XCYlFlrZXp,0
kata aku mah spill aja sih kak nomornya biar tuman. udah dibaikin ngelunjak dia ,1
@GrabID Nunggu di spill mukanya kek mana,1
pik sebelah mana tuh? coba tolong di spill biar gue kalo ke pik lagi bisa foto disitu juga WKWKWKWKWK,0
@illukinati Spill fotonya. ....,0
@zb1area jgn sebar foto smbrangan dong nder aku sbg pcrnya g trima,0
@SFT96KJN /Spill foto bayi kita/,0
@tanyarlfes Nah gw rekam yg keliatan mukanya. Gw ancem tuh. Kalo kek gt lagi gw sebarin! Mampus!,0
@tanyakanrl Spill nomor orang goblok yg bikin aturan goblok,1
*jpf ayo spill foto cosplay kalian waktu ke cf17 &gt;~&lt;,0
@tempodotco serang bu serang sikat ajalah macem2 tinggal wa om putin,0
@tanyarlfes KAYAK GINI ATURAN SPILL NO WASAPNYA AJA DIH BERANINYA TYPING TAPI BAYAR UTANG GA SANGGUP DIH GINI KOK BISA BERNAFAS SIH ADUH GEDEG BGT,1
spill fotonya dong,0
@kisahclassiic spill yang dari disave nomornya jadi dihapus nmornya,0
@tanyakanrl Share nomornya nder biar kita serang ajh,1
@tanyarlfes Belom ada yang spill muka cewenya?,1
@Wakapoldur @aMrazing Spill dong buat kebutuhan rumah baru gue,0
@stxryjz HAH WKSOKWOWKWOWK SPILL KRONOLOGI DI WA,0
@tanyarlfes Coba spill alamat rumah lengkap ku di mana sama nama ayah + foto nya di sini biar di samperin rame ,1
spill mukanya kalo dia jelek langsung tampolin rame rame,1
@jagiyanation_ Coba mana spill mukanya dlu bru aku percaya,1
@awcitrun ku spill di WA ,0
@idextratime Spill nomor 7 penerus nya kak https://t.co/bComOQOKRe,0
@snowjaeday6 spill nama lengkap pembully nya data pribadi kek akun ig no hp dll biar kena mental,1
@hnzju_ Spill NIK sama foto selfie pake KTPnya coba,1
@Heraloebss Sebarin aja foto yg laporin nya,1
@vnlladicct iki sopo nik spill,0
@xoxofru spill mukanya,1
CIE DI SPILL FOTONYA CIE,0
@shobatan Spill NIK bapak.,1
@Putrimell13 @tanyakanrl spill alamat aja kak biar di geruduk netizen yg dekat sana.. skrg percuma lapor satuan oknum baru di proses kl udh viral,1
lay sehun ayo spill foto kalian pas ketemuan ayo ayo spill,0
@tanyarlfes SPILL NOMERNYA BIAR KITA TEROR TERUS KITA LACAK,1
@collegemenfess Gw mo up opini di status wa auto di serang ga yah ?,0
@danangstaji spill gear buat poto sam..,0
@DessyDasii Spill di wa y kak,0
@collegemenfess spill ig wa aja sekalian,1
@sensrita Spill lokasi sis aku mau foto juga,0
@star9uk bisalah di spill foto yg lain ,0
@nesafess_ Spill foto fotonya ada ga nder?,0
@laperrrteruss spill muka orgnya biar w aduin ke dukun terdekat,1
@BlissfulCoIors Kan spill rumah mbahnya aja aku juga gatau nanti rumahmu yang mana,0
Spill kampus yang muka senior-nya begini dong... https://t.co/pUX4c7GrDG,0
@cxrlgrv spill no wassaf mantannya sini ka ntar ngga aku hubungin/?,1
@fkmiaws MUKA LU GW SEBAR YA,0
Tolong spill dek fotonya https://t.co/0LZY67BfU2,0
Spill mukanya udh ahhh,1
@kegblgnunfaedh Spill muka CS nya donk,1
@real__dksbbh @baegdough Mana fotonya spill dong,0
Foto nya spill dong minnnn,0
@infotwitwor_ spill dong nama sama mukanya,1
@lovpisngawli @efghiloveyou Gue kira dia udah sebarin fotonya ,0
@tanyakanrl Spill foto yg membuatmu bertahan hidup,0
@VALIDity131 Layak pake banget kalo ada yg punya mukanya tolong di spill rame ,1
@sangbinnie no wayy ati2 ra nnti tweet mu di serang,0
@jwajanei kakk mau minta spill takut ikut di ress aku juga,0
@sltayc spill rumah pak haji,0
@/asahi spill foto jae yg ini dongggg GANTENG BGT SUMPAH https://t.co/oPhLxmlqLI,0
@asumsico Ga ada yang spill foto temen nya nih?,1
@we_5jog Spill alamat lalu kita geruduk,1
hades bisa kali di spill fotonya,0
@gastronusa pantes awal nya dia gamau liatin muka problematik ternyata penjahot. udah di spill muka pusing kan kasus di kupas semua gabisa nutupin muka lagi,0
@jogmfs spill aja muka orangnya paling jg kek beruk,1
@hstanggg Spill fotonya,0
️️ ️ ️️ ️ COWOKKK SPILL NOMER WASSAFNYA DONG. ️️ ️ ️️ ️ ️️ ️ https://t.co/AQyKOGbnKS,0
@kegblgnunfaedh Spill muka cowo nya,1
*spill muka ecan*,0
@dowoonesia si part4isos di spill mukanya?? drop tkp dong sebel bngt ama akun itu,0
@Pai_C1 Waduh bu kabid spill mukanya dong,1
@convomfs kok di sebar alamatnya ,0
@enginafess Ih baru tau simi2 ada wa spill no simi2nya dong nder,0
hayolo mas nya ke spill fotonya tuh,0
@heyho_heyhoo ape yg di spill???? move wa ajalah jir,0
@steunghan masagakada?spillfototerbaruaja,0
@convomf yeeee sini plsss spill nomornya sumpahhh gregetann bgttt pgn jebret cangkeme,1
@Greschinov Ada yg bisa spill nmor wa kera betina yg satu ini?,1
@sosoo9z @Disforus kak tlong liatin muka si nita itu spill. cari smpe ketemu jambak,1
@tanyakanrl Spill nomernya sini. Gw sebar di grup gay,1
nah!! masih aja kena nunggu ada yang spill foto bersama anaknya wkwkwk,1
SPILL AJA MUKA SELINGKUHANNYA KAKKKKKK,1
Spill alamat rumah/sekolah cewek lonteee ini. Pengen silaturrahim https://t.co/Zy1SkQYaIM,1
@kayyesrant spill foto rlnya,0
Sebel bgt bru spill di wa udh kena ain aja. Kan mo norak kek org2,0
@unnesmenfess Spill disini saja nomernya nderr,1
@lafilledhiverr4 Sebar wa bapak kamu juga dong nder kan sama-sama selingkuh,1
@yordunk @sbtland SPILL NOMER AJA ANJIRRR GEDEG,1
@riyansupyans tak sebar poto video private mu hehehaha,0
6. Can you spill your Dowoon s best pict? Spill foto terganteng Dowoon menurut kamu dong,0
@tanyakanrl Spill muka lu,0
TAK SKRG COBA SPILL SEKALIAN SAMA MUKANYA TAK,1
pdhl abis diceritain kl aku abis kena scam aku bakal spill smua acc dia disini pantes dia gamau kasi nomor hp ya https://t.co/jEqYnDar7l,0
@poledancerrr @AREAJULID nder doxing aja mending nama andre firnando nomer telpon alamat alumni mana dll,1
@tarogirll APAH GMN gua di spill fotonya cuy,0
ini gaada yang mau spill foto scott artic john gitu?,0
@tanyarlfes Spill mukanya,1
ini mungkin kalo di Indo di spill fotonya Day 1 / day 2 sesi 1 / day 2 sesi 2 ,0
gw kalo jadi lu udh gw sebarin nomor si lonte udh gw acak acakin rumahnya pokoknya bakal gw jelekin nama baik di tempat tinggalnya.,1
@goodreview100 muka shinee segede itu di thread spill pelakor ,0
@tanyarlfes Harusnya sebar sih muka yg laki² biar semua cewek tau hati² aja kalau dapat suami tuh orang bisa² KDRT,1
@tubirfess Spill nomornya mari kita kata in,1
@seabilols maap poto u gw sebar gk kuat lg gw,0
Spill fotonya,0
@Askrlfess Spill di twitter aja foto sama akun sosmednya biar viral wkwkwkw,1
kalo mau sebar nomer wa izin dlu kek orang gak dikenal tiba tiba nelpon minta vc segala lagi pukimakk ,0
saran lagi sebar no wa nya biar aku bantu omong eh kata kata in maksudnya ,1
@convomf Spill foto terbaik di 2023,0
beneran spill mukanya lagi makin qvdudycifbkwlwlauayvsbd,0
@kameeeha spill muka dong,1
@muhamad_siagian Spill aja disini mukanya..biar pada kapok sekalian..,1
@attaaarrr @itera_menfess Spill alamat dong kak,0
@minsgstdkive7 @bitiesfess Serang wa nya aj,1
@aiursiu_ @tanyarlfes SPILL FOTONYA NDER,0
@bibelemon spill mukanya,1
@txtdrimedia Tolol goblok spill muka laki nya biar gua santet anjir,1
@sosoo9z kak kalo bisa spill spill aja semua nya muka nya ig nya apanya semua,1
@tanyakanrl Spill orang dan nomornya biar di spam warga twitter,1
SPILL FOTO NYA DONG GANTENG ,0
udah 3 acc pake unsur rl lama lama spill muka kg asik ‍️,0
rii kalian ada yg punya foto ini gaa ?kalau ada spill dong soalnya aku nyari ga nemu https://t.co/AxIvMDHKtw,0
@kompascom coba spill muka ybs? biar rame,1
@nishenta Aamiin ditunggu spill WA,0
@mondaymadnez OHHH YG SPILL FOTO ITU DIA? HAHAHAHAHAHAHAHA,0
Capek:( Spill nomor malaikat maut dong,0
@hanjiarchi Deket rumah gw anjirr bukan di serang,0
@gamafora ORGILL kak spill nomornya pls mau ku block,1
Udah bener sebarin aja nomernya yong!!!!,1
@madebyyy__ @wargamokas @clonmntu @janewegath @nana_affandi @exfucktation @kegblgnunfaedh @anakbarugedeloh @SORYUEMAIDEN Spill muka lakinya sekalian deh ,1
@mp_ooz spill fotonya kak,0
Nomor 2 dan 3 saling serang ttp aja juaranya nomor 1,0
udah tau warga +62 receh njir pake segala sebar nomor wkwkwk,0
@arrrrd21 Gila sih. Spill muka muka seniornya,1
ANJRIT INI MANA OP NYA BURUAN SPILL FOTONYA,0
Goblok antis ngapain lagi sih MANA MUKA NYA SEBARIN AJAAA,1
@paimonfess Spill nomernya dong nder pengen w gaplok,1
@imperlio kata gua jgn sebar muka lo rio,0
Spill nomor wa ibumu.,1
@26_61_04 Spill nomer wa nya aja kali yaa biar dirujak netizen,1
@gthncuy spill nomer prnhub,0
@tanyarlfes Spill mukanya nder biar kalo ketemu siram pake aer kan tinggal keringin aja‍️,1
@tanyakanrl Foto aja mukanya trus sebar di sini biar tau rasa,1
@26_61_04 Sebarin aja sini kak nomornya biar kita teror,1
Tolong spill mukanya,1
@islah_bahrawi Berita portal receh lu sebarin..potonya apa beritanya apa..gak nyambung blas.. Persis koyok koe coeg ,0
akhirnya spill muka juga *___*,0
Spill nomernya ayok biar netijen yang bergerak,1
@sbmptnfess spill aja nder nomer sm orangnya,1
@tanyakanrl Masih blm ke spill nih si penganten.. Pengen tau org gak tau diri kek gmn muka aslinya..,1
@convomf Spill muka sosmednya dong nder,1
@PURIxKURA Kak coba spill foto waifumu!,0
@apwanda14 ada tweet spill nomornya tadi tapi gua lupa,0
@Godsf4voritee UDH GUE FOTO TRS SEBAR KE GRUP ANGKATAN,0
@heelycn bener andai aja bar barnya kaya org indo udah ke spill tuh org muka sama ig pribadinya ,1
@yeoli1485 @tanyakanrl sabisanya minta spill w ga ngesave potonya ya ,0
@tanyakanrl Spill nomor ortunya biar di blackmail,1
@qilshies spill nama lengkap alamat dan NIM nya dongg,1
@povfelz Harusnya sekalian spill muka,1
Jadi untuk sekarang stop sebar nomer rl ,0
@needusomch Akun nya yg mana kak spill ya,0
@JustGHS_ Mungkin udah waktunya spill muka *run,0
@AgoesAguss Tolong spill poto lakinya,1
@poerbaa_ @tanyakanrl Mokondo parah nih. Spill nomornya,1
@convomf spill ajasi nomernya wkwk,1
@mmeoowzz Duh foto gue ke spill,0
Akhirnya di spill juga nih foto https://t.co/I0ihnl0CLw,0
Plisss sebarin tuh muka lakinya. Cupuu bat najiss,1
spill aja muka lu sekalian nanggung bgt???,0
@democrazymedia Serang aja rumahnya mana ni anak stm ada yg ngajak tawuran nih si bilget,1
@convomf Nder gamau spill nomor? Kali aja bisa silahturahmi,1
spill 1 foto ajh soalnya takut kena sumpah serapah wulan https://t.co/wI6v6e0ALK,0
@asheladz spill foto smp cel WKWK pasti lebih absurd lagi,0
@Pai_C1 spill wajahnya akun sosmed dan alamatnya biar dirujak netizen,1
@juanbing99 spill nomor kamarmu tak bakar,0
Itu yg nama nya rani wajib di spill muka sama rumah ny gk si wkwkwk,1
Hidupmu pasti berat yah der hahahha ayok ci sebar luaskan saja semua foto gemoy hendery nya https://t.co/Ouvvl8LCo6,0
@ucallmeaiq spill nomernya,1
@riskperidone Spill nama biar kusamper rumahnya ,1
@Tan_Mar3M Spill kek alamat ni Babi Zionis..,1
@tanyakanrl SPILL muka si BAPAK Jaga jagaaa ges wkwkwwk,1
@CrimsonTorture_ spill alamat rumahnya dong kaka pengen silaturahmi,1
@bitiesfess Spill mukanya biar kena rujak,1
@tanyakanrl serang aja itu nomernya woeeee,1
@PartaiSocmed Spill akun dan nomor WA nya dong...,1
@folkshittmedia Di JKT juga ada hampir ribut gara gara sebar foto pm,0
Ah gk lyke ah yg spill 127 di wa,0
@avsnnr bisa ga agak di wa aja macam mau di spill ini di twitter,0
@OffNatachai Mana foto kak Nata dong spill,1
@tsantsan_ spill pelakornya kita ombrak rumahnya,1
Spill mukanya laaah,0
@nadoyiueo Ayo spill kaaa fotonya,0
spill foto yang kamu take di jkt dong saaa. @ asahi ,0
@kegblgnunfaedh Spill muka suami,1
Kata gua spill aja si rani pake nama lengkap alamat ama mukanya biar malu. Gada takutnya ni org,1
@bxgfess Spill foto yang asli nya dong,0
@dibetterinajaa_ @ogrivae @convomfs Spill nomernya dn nama lengkap dan sosmednya nderr .. biar diserang balik dia yg malu nanti,1
@sbyfess Spill nomernya nder nanti mampir ke getcontact awokwkwkwkw ngutang wae betingkah,1
@lomnaonao Bru ke spill muka nya. Chinese ye,0
@abcderoh__ @Persija_Jkt Serang wa aja 083813123111,1
Spill foto nya ga nehh??? ,0
@martabakismissu Spill mukanya dong,1
@tanyakanrl Spill nomor nder di teror nnt,1
@vwlog berani bener spill muka orang,0
@Samsulhda886 Anda mau saya doxx rumah saya,0
@jjongininie @whitelab_id Spill dong muka nya geram kali aku nih,1
